id,title,product_id,engagement_id,severity_num,cvss_score,age_days,has_cve,has_cwe,tags_count,is_false_positive,is_active,severity_x_active,product_fp_rate,cvss_severity_gap,composite_risk,days_to_fix,fixed_in_30d
242,webpack@1.0.0: Prototype Pollution,4,2,2,6.5,5,0,1,2,0,0,0,0.0031,0.6,1.1666666666666665,0,1
243,webpack@1.0.0: Directory Traversal,4,2,3,7.5,5,0,1,2,0,1,3,0.0031,0.0,1.5466666666666666,0,1
244,webpack@1.0.0: Regular Expression Denial of Service (ReDoS),4,2,3,7.1,5,0,1,2,0,1,3,0.0031,0.16,1.5146666666666666,0,1
245,webpack@1.0.0: Allocation of Resources Without Limits or Throttling,4,2,2,3.5,5,0,1,1,0,1,2,0.0031,0.6,0.9066666666666666,0,1
246,webpack@1.0.0: Allocation of Resources Without Limits or Throttling,4,2,2,3.5,5,0,1,1,0,1,2,0.0031,0.6,0.9066666666666666,0,1
247,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
248,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
249,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
250,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
251,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
252,Path-Traversal,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
253,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
254,XSS-Reflected-Basic,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
255,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
256,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
257,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
258,XSS-Reflected-Basic,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
259,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
260,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
261,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
262,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
263,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
264,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
265,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
266,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
267,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
268,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
269,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
270,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
271,XSS-Reflected-Basic,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
272,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
273,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
274,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
275,XSS-Reflected-Basic,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
